headline,summary,published_at,url
"সার্ভারে ত্রুটি, লেনদেন নিষ্পত্তি করতে পারছেন না ব্রোকাররা",,12-03-2015,https://www.prothomalo.com/business/market/সার্ভারে-ত্রুটি-লেনদেন-নিষ্পত্তি-করতে-পারছেন-না
শেয়ারবাজারে আবারও বড় দরপতন,,12-03-2015,https://www.prothomalo.com/business/market/শেয়ারবাজারে-আবারও-বড়-দরপতন-2
এক দিনে লাফার্জের শেয়ারের ৮%মূল্যবৃদ্ধি,,11-03-2015,https://www.prothomalo.com/business/market/এক-দিনে-লাফার্জের-শেয়ারের-৮%মূল্যবৃদ্ধি
দরপতনের মধ্যেই শেয়ারবাজার,,09-03-2015,https://www.prothomalo.com/business/market/দরপতনের-মধ্যেই-শেয়ারবাজার
সিএসই-৩০ সূচকে নতুন চার কোম্পানি,,08-03-2015,https://www.prothomalo.com/business/market/সিএসই-৩০-সূচকে-নতুন-চার-কোম্পানি
"লাফার্জ নিয়ে নানা আলোচনা, দিন শেষে লভ্যাংশ ঘোষণা",,06-03-2015,https://www.prothomalo.com/business/market/লাফার্জ-নিয়ে-নানা-আলোচনা-দিন-শেষে-লভ্যাংশ-ঘোষণা
শাশা ডেনিমসের লেনদেন শুরু হচ্ছে আজ,,05-03-2015,https://www.prothomalo.com/business/market/শাশা-ডেনিমসের-লেনদেন-শুরু-হচ্ছে-আজ
সূচক ও লেনদেন কমেছে দুই বাজারে,,03-03-2015,https://www.prothomalo.com/business/market/সূচক-ও-লেনদেন-কমেছে-দুই-বাজারে-2
"সূচক কমেছে, বেড়েছে লেনদেন",,02-03-2015,https://www.prothomalo.com/business/market/সূচক-কমেছে-বেড়েছে-লেনদেন-5
পাঁচ কোম্পানির লভ্যাংশ ঘোষণা,,27-02-2015,https://www.prothomalo.com/business/market/পাঁচ-কোম্পানির-লভ্যাংশ-ঘোষণা
শেয়ারমূল্যে পতন,,26-02-2015,https://www.prothomalo.com/business/market/শেয়ারমূল্যে-পতন
অলিম্পিক এক্সেসরিজের আইপিও অনুমোদন,,26-02-2015,https://www.prothomalo.com/business/market/অলিম্পিক-এক্সেসরিজের-আইপিও-অনুমোদন-2
অলিম্পিক এক্সেসরিজের আইপিও অনুমোদন,,25-02-2015,https://www.prothomalo.com/business/market/অলিম্পিক-এক্সেসরিজের-আইপিও-অনুমোদন
'বিনিয়োগকারীদের স্বার্থ সংরক্ষণে কাজ করছে সিএসই',,19-02-2015,https://www.prothomalo.com/business/market/‘বিনিয়োগকারীদের-স্বার্থ-সংরক্ষণে-কাজ-করছে-সিএসই’
বিশ্ব পুঁজিবাজারে লভ্যাংশ বিতরণের রেকর্ড,,18-02-2015,https://www.prothomalo.com/business/market/বিশ্ব-পুঁজিবাজারে-লভ্যাংশ-বিতরণের-রেকর্ড
লোকসানি কোম্পানি ইমাম বাটনের অস্বাভাবিক মূল্যবৃদ্ধি,,16-02-2015,https://www.prothomalo.com/business/market/লোকসানি-কোম্পানি-ইমাম-বাটনের-অস্বাভাবিক
ডিএসইর নিকুঞ্জ ভবন নিয়ে শেয়ারধারীদের ক্ষোভ,,13-02-2015,https://www.prothomalo.com/business/market/ডিএসইর-নিকুঞ্জ-ভবন-নিয়ে-শেয়ারধারীদের-ক্ষোভ
সিএসইর প্রশিক্ষণ কর্মশালা,,09-02-2015,https://www.prothomalo.com/business/market/সিএসইর-প্রশিক্ষণ-কর্মশালা
প্রথম দিনে ইফাদ অটোসের শেয়ারের দর ১২৬% বৃদ্ধি,,06-02-2015,https://www.prothomalo.com/business/market/প্রথম-দিনে-ইফাদ-অটোসের-শেয়ারের-দর-১২৬%-বৃদ্ধি
আইপিও আবেদন গ্রহণের প্রস্তুতি নিতে ব্রোকারেজ হাউসগুলোকে নির্দেশ,,05-02-2015,https://www.prothomalo.com/business/market/আইপিও-আবেদন-গ্রহণের-প্রস্তুতি-নিতে-ব্রোকারেজ
ইফাদ অটোর লেনদেন শুরু কাল,,04-02-2015,https://www.prothomalo.com/business/market/ইফাদ-অটোর-লেনদেন-শুরু-কাল
আয় বাড়লেও লভ্যাংশ দেবে না ডিএসই,,04-02-2015,https://www.prothomalo.com/business/market/আয়-বাড়লেও-লভ্যাংশ-দেবে-না-ডিএসই
ডিএসইতে আবারও ২০০ কোটি টাকার কম লেনদেন,,02-02-2015,https://www.prothomalo.com/business/market/ডিএসইতে-আবারও-২০০-কোটি-টাকার-কম-লেনদেন
ডিএসইতে জানুয়ারি মাসে ২২৮ কোটি টাকার বিদেশি বিনিয়োগ,,02-02-2015,https://www.prothomalo.com/business/market/ডিএসইতে-জানুয়ারি-মাসে-২২৮-কোটি-টাকার-বিদেশি
এপ্রিল থেকে ব্রোকারেজ হাউস-মার্চেন্ট ব্যাংকের মাধ্যমে আইপিও,,27-01-2015,https://www.prothomalo.com/business/market/এপ্রিল-থেকে-ব্রোকারেজ-হাউস-মার্চেন্ট-ব্যাংকের
পরিচালনগত লোকসানে চলছে স্টক এক্সচেঞ্জ,,27-01-2015,https://www.prothomalo.com/business/market/পরিচালনগত-লোকসানে-চলছে-স্টক-এক্সচেঞ্জ
শেয়ারবাজারে আবারও বড় দরপতন,,26-01-2015,https://www.prothomalo.com/business/market/শেয়ারবাজারে-আবারও-বড়-দরপতন
বছরের সর্বোচ্চ দরপতন শেয়ারবাজারে,,22-01-2015,https://www.prothomalo.com/business/market/বছরের-সর্বোচ্চ-দরপতন-শেয়ারবাজারে
আজ সিঅ্যান্ডএ টেক্সটাইলের লেনদেন শুরু,,21-01-2015,https://www.prothomalo.com/business/market/আজ-সিঅ্যান্ডএ-টেক্সটাইলের-লেনদেন-শুরু
শেয়ারবাজার ক্ষতিগ্রস্ত তহবিলের আরও ৩০০ কোটি টাকা ছাড়,,20-01-2015,https://www.prothomalo.com/business/market/শেয়ারবাজার-ক্ষতিগ্রস্ত-তহবিলের-আরও-৩০০-কোটি-টাকা
প্রথম দিনেই ন্যাশনাল ফিডের বিপুল শেয়ার লেনদেন,,20-01-2015,https://www.prothomalo.com/business/market/প্রথম-দিনেই-ন্যাশনাল-ফিডের-বিপুল-শেয়ার-লেনদেন
ডিএসইর দুই সূচক পুনঃসমন্বয় হচ্ছে,,15-01-2015,https://www.prothomalo.com/business/market/ডিএসইর-দুই-সূচক-পুনঃসমন্বয়-হচ্ছে
